freq,items
0.42,182;29;60;21;108;?
0.42,29;127;60;23;22;?
0.63,29;23;108;?;?;?
0.45,60;21;22;108;?;?
0.41,3;127;60;21;?;?
0.52,4;127;21;108;?;?
0.58,29;3;127;23;?;?
0.45,20;36;23;?;?;?
0.58,182;29;21;?;?;?
0.45,182;127;21;22;?;?
0.54,29;127;21;22;?;?
0.43,182;29;3;108;?;?
0.51,182;127;21;?;?;?
0.41,29;3;127;22;108;?
0.51,182;29;21;22;?;?
0.5,29;4;23;22;?;?
0.42,3;60;22;108;?;?
0.42,182;29;4;127;21;108
0.52,182;23;108;?;?;?
0.52,29;60;21;108;?;?
0.46,29;3;127;23;108;?
0.44,3;60;21;108;?;?
0.51,182;3;21;?;?;?
0.48,4;22;108;?;?;?
0.43,182;29;4;21;108;?
0.48,29;4;60;21;?;?
0.49,4;3;23;?;?;?
0.47,182;29;3;127;23;?
0.43,182;60;21;22;?;?
0.56,29;19;22;?;?;?
0.47,3;127;21;108;?;?
0.45,182;4;23;108;?;?
0.41,29;3;127;21;22;108
0.52,4;60;108;?;?;?
0.48,29;19;22;108;?;?
0.42,29;4;19;60;?;?
0.6,4;127;21;?;?;?
0.43,3;127;60;23;?;?
0.42,29;3;60;23;22;?
0.44,182;29;60;23;108;?
0.42,29;4;127;60;21;108
0.43,182;34;19;?;?;?
0.42,182;29;19;127;60;?
0.46,4;127;60;21;?;?
0.4,29;20;127;?;?;?
0.52,3;127;60;?;?;?
0.42,182;29;60;21;22;?
0.44,182;34;3;?;?;?
0.45,182;4;21;108;?;?
0.4,20;36;4;127;?;?
0.49,182;60;22;?;?;?
0.54,29;3;108;?;?;?
0.43,127;23;22;108;?;?
0.47,29;3;60;21;?;?
0.43,182;29;127;108;?;?
0.4,20;23;108;?;?;?
0.59,4;127;60;?;?;?
0.4,182;4;127;60;23;?
0.58,29;60;22;?;?;?
0.53,182;21;22;?;?;?
0.46,29;3;127;108;?;?
0.42,182;29;19;60;108;?
0.43,29;4;3;60;?;?
0.44,4;127;60;23;108;?
0.43,182;29;3;127;21;?
0.47,19;127;21;108;?;?
0.41,182;29;4;60;108;?
0.48,127;22;108;?;?;?
0.48,19;127;108;?;?;?
0.45,182;29;19;22;?;?
0.72,182;29;4;?;?;?
0.42,19;127;22;108;?;?
0.5,182;29;4;21;?;?
0.48,182;4;127;60;?;?
0.43,182;29;4;23;108;?
0.47,29;19;21;22;108;?
0.41,182;4;60;22;?;?
0.53,29;127;21;108;?;?
0.43,127;60;21;22;?;?
0.45,20;3;127;?;?;?
0.48,29;19;60;21;?;?
0.43,182;29;127;21;22;?
0.46,3;60;23;108;?;?
0.52,29;4;127;21;108;?
0.42,29;3;60;22;108;?
0.51,29;60;22;108;?;?
0.53,182;4;19;?;?;?
0.48,3;22;108;?;?;?
0.48,29;4;127;23;22;?
0.49,182;19;127;23;?;?
0.43,20;36;19;?;?;?
0.43,60;23;22;108;?;?
0.55,21;22;108;?;?;?
0.55,182;29;3;23;?;?
0.52,60;21;22;?;?;?
0.5,34;4;127;?;?;?
0.63,182;3;127;?;?;?
0.43,182;4;127;21;108;?
0.42,29;4;60;23;22;?
0.52,29;3;127;60;?;?
0.51,60;22;108;?;?;?
0.42,29;127;60;22;108;?
0.75,29;3;127;?;?;?
0.45,182;19;127;21;?;?
0.42,29;3;127;60;22;?
0.44,182;4;127;22;?;?
0.45,29;4;127;60;21;?
0.49,4;19;127;?;?;?
0.43,29;19;3;23;?;?
0.52,182;19;21;?;?;?
0.44,41;4;127;?;?;?
0.4,182;29;4;60;23;?
0.49,29;4;127;60;108;?
0.45,20;36;127;?;?;?
0.53,19;127;60;?;?;?
0.46,29;3;127;21;108;?
0.41,182;4;19;127;?;?
0.54,29;19;21;108;?;?
0.41,20;21;22;?;?;?
0.4,182;29;19;60;23;?
0.55,19;127;21;?;?;?
0.48,182;29;23;22;?;?
0.5,4;127;60;108;?;?
0.41,4;127;60;23;22;?
0.42,29;4;60;22;108;?
0.46,182;19;22;?;?;?
0.46,29;19;60;23;108;?
0.68,29;4;23;?;?;?
0.4,182;29;127;23;22;?
0.44,182;29;19;21;108;?
0.47,4;127;60;22;?;?
0.43,182;29;19;127;21;?
0.4,182;127;60;22;?;?
0.57,182;19;23;?;?;?
0.47,182;29;60;22;?;?
0.48,19;60;21;?;?;?
0.42,182;19;23;22;?;?
0.44,182;29;19;108;?;?
0.43,4;60;23;22;?;?
0.49,4;60;22;?;?;?
0.5,29;19;60;23;?;?
0.43,182;3;60;108;?;?
0.47,29;4;19;23;?;?
0.42,4;19;60;?;?;?
0.49,182;29;4;3;?;?
0.5,29;3;23;22;?;?
0.43,29;127;60;21;108;?
0.51,29;4;60;108;?;?
0.49,29;4;19;127;?;?
0.41,182;4;3;127;?;?
0.43,29;127;23;22;108;?
0.42,29;19;60;22;108;?
0.53,182;21;108;?;?;?
0.45,182;19;23;108;?;?
0.43,29;3;127;60;23;?
0.49,29;19;60;22;?;?
0.41,182;29;19;23;22;?
0.55,29;127;22;?;?;?
0.48,19;21;22;108;?;?
0.45,182;3;21;108;?;?
0.48,4;19;23;?;?;?
0.51,182;29;108;?;?;?
0.59,3;127;23;?;?;?
0.4,34;19;23;?;?;?
0.41,182;29;4;127;23;108
0.42,127;60;22;108;?;?
0.42,182;20;23;?;?;?
0.43,4;60;22;108;?;?
0.43,19;127;60;22;?;?
0.44,4;3;21;?;?;?
0.43,182;4;60;108;?;?
0.51,29;4;127;23;108;?
0.54,29;4;21;108;?;?
0.59,29;19;127;23;?;?
0.46,182;29;60;21;?;?
0.44,182;29;127;22;?;?
0.65,182;29;23;?;?;?
0.54,4;23;108;?;?;?
0.42,182;20;3;?;?;?
0.52,29;4;127;21;22;?
0.47,3;127;21;22;?;?
0.5,19;60;22;?;?;?
0.53,29;127;23;108;?;?
0.7,182;29;3;?;?;?
0.44,182;127;23;108;?;?
0.49,29;4;3;23;?;?
0.57,29;60;21;?;?;?
0.4,29;4;127;60;22;108
0.41,182;29;3;60;108;?
0.63,29;4;19;?;?;?
0.41,182;29;3;127;60;?
0.45,19;127;60;108;?;?
0.46,4;127;21;22;108;?
0.45,20;36;3;?;?;?
0.47,29;19;127;21;108;?
0.43,29;19;23;22;108;?
0.56,182;29;19;23;?;?
0.43,29;4;60;21;22;?
0.41,29;19;127;21;22;108
0.43,29;3;127;23;22;?
0.4,29;4;127;60;23;22
0.47,182;60;21;?;?;?
0.44,19;3;127;?;?;?
0.45,182;19;3;?;?;?
0.6,29;4;60;?;?;?
0.44,3;60;21;22;?;?
0.41,4;127;60;22;108;?
0.43,182;29;3;21;108;?
0.43,182;29;127;21;108;?
0.42,182;60;23;22;?;?
0.6,182;29;3;127;?;?
0.46,29;3;60;23;108;?
0.54,4;127;22;?;?;?
0.46,182;4;22;?;?;?
0.48,29;4;127;60;23;?
0.57,182;4;23;?;?;?
0.43,182;4;127;23;108;?
0.44,4;23;22;108;?;?
0.5,182;29;127;21;?;?
0.43,182;29;4;108;?;?
0.51,29;3;60;108;?;?
0.5,29;127;23;22;?;?
0.41,182;29;4;23;22;?
0.44,29;4;3;21;?;?
0.53,29;3;21;108;?;?
0.55,60;23;108;?;?;?
0.47,3;21;22;108;?;?
0.63,29;21;108;?;?;?
0.49,182;3;127;23;?;?
0.48,20;4;127;?;?;?
0.46,182;20;36;?;?;?
0.45,182;29;4;22;?;?
0.5,29;4;3;127;?;?
0.43,182;29;3;23;108;?
0.43,29;3;60;21;22;?
0.53,29;4;23;108;?;?
0.6,29;3;60;?;?;?
0.54,29;4;21;22;?;?
0.44,29;20;36;?;?;?
0.49,182;29;19;60;?;?
0.49,182;29;60;108;?;?
0.45,29;60;21;22;108;?
0.49,29;4;60;22;?;?
0.41,182;29;127;60;108;?
0.62,29;19;21;?;?;?
0.43,3;127;23;22;?;?
0.41,34;3;23;?;?;?
0.4,182;29;3;23;22;?
0.4,34;21;22;?;?;?
0.55,29;3;22;?;?;?
0.52,4;127;23;108;?;?
0.44,182;3;23;108;?;?
0.42,3;60;23;22;?;?
0.45,182;19;21;108;?;?
0.41,29;19;127;60;21;?
0.4,20;127;23;?;?;?
0.45,182;29;22;108;?;?
0.59,29;23;22;?;?;?
0.59,29;60;23;?;?;?
0.47,29;19;127;108;?;?
0.52,3;60;108;?;?;?
0.44,182;29;4;21;22;?
0.47,4;127;22;108;?;?
0.48,182;29;127;60;?;?
0.47,29;3;127;21;22;?
0.5,4;60;23;?;?;?
0.54,29;4;108;?;?;?
0.68,182;29;4;127;?;?
0.53,29;3;23;108;?;?
0.7,182;4;127;?;?;?
0.56,182;127;23;?;?;?
0.45,182;3;21;22;?;?
0.54,29;19;23;108;?;?
0.42,29;19;127;60;22;?
0.46,182;127;22;?;?;?
0.43,29;4;23;22;108;?
0.47,29;127;21;22;108;?
0.42,182;20;4;?;?;?
0.41,182;29;60;23;22;?
0.46,3;127;23;108;?;?
0.44,20;36;4;?;?;?
0.42,4;127;60;21;108;?
0.48,19;127;21;22;?;?
0.47,19;127;23;108;?;?
0.55,29;19;3;?;?;?
0.42,182;29;4;127;21;22
0.55,4;21;22;?;?;?
0.42,29;19;127;22;108;?
0.5,3;60;23;?;?;?
0.44,182;29;3;22;?;?
0.44,182;3;127;21;?;?
0.48,29;3;127;22;?;?
0.45,29;127;60;23;108;?
0.5,29;4;60;23;?;?
0.44,19;3;23;?;?;?
0.44,182;4;127;21;22;?
0.43,182;29;19;3;?;?
0.41,41;3;127;?;?;?
0.52,60;21;108;?;?;?
0.42,36;4;127;?;?;?
0.49,29;127;60;23;?;?
0.53,29;3;127;21;?;?
0.53,182;29;4;127;23;?
0.55,19;21;22;?;?;?
0.51,182;19;60;?;?;?
0.43,182;4;127;108;?;?
0.44,182;29;19;21;22;?
0.47,127;21;22;108;?;?
0.44,19;127;23;22;?;?
0.4,182;19;22;108;?;?
0.5,182;60;23;?;?;?
0.68,29;19;23;?;?;?
0.5,29;60;23;22;?;?
0.49,19;127;22;?;?;?
0.48,4;21;22;108;?;?
0.51,182;60;108;?;?;?
0.41,182;29;36;?;?;?
0.42,182;127;60;108;?;?
0.42,182;20;19;?;?;?
0.43,29;19;127;60;23;?
0.47,3;127;108;?;?;?
0.54,3;127;21;?;?;?
0.48,182;29;4;127;21;?
0.41,29;20;23;?;?;?
0.43,29;60;23;22;108;?
0.56,29;22;108;?;?;?
0.52,182;4;21;?;?;?
0.62,29;4;21;?;?;?
0.43,19;60;22;108;?;?
0.7,182;29;127;?;?;?
0.41,182;29;23;22;108;?
0.42,182;3;23;22;?;?
0.53,4;127;21;22;?;?
0.41,182;4;127;60;108;?
0.46,182;19;21;22;?;?
0.62,29;3;21;?;?;?
0.55,182;29;127;23;?;?
0.61,29;4;3;?;?;?
0.47,182;29;4;127;60;?
0.42,4;127;23;22;108;?
0.48,4;127;60;23;?;?
0.52,19;60;108;?;?;?
0.43,3;23;22;108;?;?
0.42,4;127;60;21;22;?
0.47,29;19;127;21;22;?
0.55,29;60;23;108;?;?
0.45,182;127;108;?;?;?
0.44,182;34;4;?;?;?
0.51,29;23;22;108;?;?
0.84,29;4;127;?;?;?
0.5,182;127;60;?;?;?
0.45,182;4;108;?;?;?
0.42,19;127;60;21;?;?
0.5,60;23;22;?;?;?
0.44,34;19;127;?;?;?
0.44,182;29;21;22;108;?
0.51,29;127;60;108;?;?
0.58,182;29;60;?;?;?
0.46,127;60;23;108;?;?
0.5,182;3;60;?;?;?
0.4,36;3;127;?;?;?
0.43,127;60;21;108;?;?
0.55,29;19;21;22;?;?
0.48,29;3;22;108;?;?
0.55,29;21;22;108;?;?
0.4,182;4;3;23;?;?
0.49,29;19;127;22;?;?
0.41,182;29;60;22;108;?
0.43,182;29;19;23;108;?
0.41,182;4;127;23;22;?
0.43,4;3;60;?;?;?
0.51,182;29;4;19;?;?
0.47,29;4;127;60;22;?
0.41,29;3;127;60;21;?
0.49,182;29;4;60;?;?
0.42,182;23;22;108;?;?
0.49,127;60;22;?;?;?
0.5,182;4;60;?;?;?
0.42,182;19;60;23;?;?
0.52,4;127;108;?;?;?
0.48,29;4;22;108;?;?
0.6,29;127;60;?;?;?
0.42,182;29;4;127;108;?
0.5,3;23;22;?;?;?
0.44,19;23;22;108;?;?
0.49,4;127;23;22;?;?
0.5,4;3;127;?;?;?
0.47,19;60;23;108;?;?
0.42,29;19;60;23;22;?
0.46,29;4;60;23;108;?
0.44,19;127;60;23;?;?
0.47,34;3;127;?;?;?
0.55,182;29;4;23;?;?
0.47,29;19;127;23;108;?
0.44,29;3;127;60;108;?
0.61,29;60;108;?;?;?
0.4,182;3;60;22;?;?
0.43,182;3;127;60;?;?
0.54,4;21;108;?;?;?
0.5,127;60;23;?;?;?
0.51,182;4;3;?;?;?
0.44,4;19;21;?;?;?
0.53,29;4;127;22;?;?
0.42,127;60;23;22;?;?
0.5,182;29;19;21;?;?
0.44,4;60;21;108;?;?
0.43,29;4;60;21;108;?
0.51,4;23;22;?;?;?
0.49,182;23;22;?;?;?
0.43,29;19;3;127;?;?
0.48,182;29;19;127;23;?
0.45,182;127;21;108;?;?
0.43,29;3;23;22;108;?
0.66,4;127;23;?;?;?
0.6,29;4;127;21;?;?
0.75,29;19;127;?;?;?
0.43,19;60;23;22;?;?
0.55,127;21;22;?;?;?
0.51,127;60;108;?;?;?
0.47,182;22;108;?;?;?
0.42,3;127;22;108;?;?
0.41,34;4;23;?;?;?
0.42,29;4;127;60;21;22
0.52,29;60;21;22;?;?
0.41,182;3;60;23;?;?
0.44,29;4;127;60;23;108
0.49,19;22;108;?;?;?
0.43,182;19;60;108;?;?
0.54,29;3;21;22;?;?
0.6,182;29;19;127;?;?
0.43,29;4;19;21;?;?
0.49,29;3;60;23;?;?
0.51,182;29;23;108;?;?
0.47,29;4;21;22;108;?
0.44,19;60;21;22;?;?
0.41,19;127;21;22;108;?
0.41,20;21;108;?;?;?
0.52,29;4;127;108;?;?
0.52,29;19;60;108;?;?
0.47,29;3;21;22;108;?
0.54,127;23;108;?;?;?
0.5,182;29;3;21;?;?
0.44,4;60;21;22;?;?
0.48,29;3;60;22;?;?
0.54,3;23;108;?;?;?
0.41,3;127;21;22;108;?
0.48,182;29;3;60;?;?
0.43,182;20;127;?;?;?
0.62,182;19;127;?;?;?
0.44,182;34;127;?;?;?
0.43,182;29;20;?;?;?
0.41,182;34;4;127;?;?
0.54,29;19;108;?;?;?
0.47,127;60;21;?;?;?
0.4,182;4;22;108;?;?
0.43,182;19;127;60;?;?
0.4,4;3;127;23;?;?
0.42,20;19;127;?;?;?
0.43,182;34;23;?;?;?
0.42,29;4;127;23;22;108
0.67,29;127;23;?;?;?
0.42,182;127;23;22;?;?
0.5,29;19;23;22;?;?
0.54,19;23;108;?;?;?
0.47,29;127;60;21;?;?
0.45,3;127;60;108;?;?
0.42,182;4;23;22;?;?
0.44,29;19;60;21;108;?
0.41,182;29;27;?;?;?
0.45,182;4;21;22;?;?
0.44,29;19;60;21;22;?
0.44,29;19;127;23;22;?
0.54,3;21;108;?;?;?
0.51,182;29;21;108;?;?
0.5,19;60;23;?;?;?
0.51,19;23;22;?;?;?
0.51,23;22;108;?;?;?
0.46,182;21;22;108;?;?
0.41,182;19;60;22;?;?
0.42,34;127;23;?;?;?
0.61,29;19;60;?;?;?
0.48,3;60;21;?;?;?
0.43,182;60;21;108;?;?
0.53,29;19;127;60;?;?
0.47,4;60;23;108;?;?
0.54,29;19;127;21;?;?
0.48,29;127;22;108;?;?
0.58,29;4;127;60;?;?
0.49,3;60;22;?;?;?
0.45,182;3;108;?;?;?
0.54,127;21;108;?;?;?
0.52,182;29;22;?;?;?
0.43,29;3;60;21;108;?
0.55,29;4;22;?;?;?
0.43,182;29;127;23;108;?
0.55,19;21;108;?;?;?
0.48,3;127;22;?;?;?
0.57,182;3;23;?;?;?
0.5,182;4;127;21;?;?
0.46,182;3;22;?;?;?
0.45,29;4;127;21;22;108
0.53,29;127;108;?;?;?
0.42,182;4;60;23;?;?
0.46,182;60;23;108;?;?
0.55,182;4;127;23;?;?
0.43,29;127;60;21;22;?
0.48,182;29;60;23;?;?
0.65,29;4;127;23;?;?
0.46,29;4;127;22;108;?
0.4,19;127;60;23;108;?
0.45,29;21;23;?;?;?
0.42,3;127;60;22;?;?
0.44,182;29;3;21;22;?
0.4,182;4;19;23;?;?
0.5,127;23;22;?;?;?
0.45,182;19;108;?;?;?
0.64,29;21;22;?;?;?
0.43,182;29;4;127;22;?
0.41,182;127;60;23;?;?
0.55,3;21;22;?;?;?
0.6,19;127;23;?;?;?
0.61,29;127;21;?;?;?
0.42,182;60;22;108;?;?
0.67,29;3;23;?;?;?
0.48,4;60;21;?;?;?
0.72,182;29;19;?;?;?
0.48,29;127;60;22;?;?
0.44,19;60;21;108;?;?
0.45,29;19;127;60;108;?
